"ID DEPATAMENTO","DEPARTAMENTO","ID MUNICIPIO","MUNICIPIO","ID LOCALIDAD","LOCALIDAD","AÑO SERVICIO","MES SERVICIO","ENERGÍA ACTIVA","ENERGÍA REACTIVA","POTENCIA MÁXIMA","DÍA DE DEMANDA MÁXIMA","FECHA DE DEMANDA MÁXIMA","PROMEDIO DIARIO EN HORAS"
"86","PUTUMAYO","86573","PUERTO LEGUÍZAMO","86573000","PUERTO LEGUÍZAMO (PUERTO LEGUÍZAMO - PUTUMAYO)","2023","03","947,979","302,017","1,945.33","jueves","2023 Mar 23 03:00:00 PM","23.25"
"76","VALLE DEL CAUCA","76109","BUENAVENTURA","76109069","PAPAYAL 1 (BUENAVENTURA - VALLE DEL CAUCA)","2023","03","11,427","350","61.82","lunes","2023 Mar 13 10:15:00 PM","10.07"
"76","VALLE DEL CAUCA","76109","BUENAVENTURA","76109105","PITAL (BUENAVENTURA - VALLE DEL CAUCA)","2023","03","2,959","497","17.16","domingo","2023 Mar 14 08:15:00 PM","7.05"
"76","VALLE DEL CAUCA","76109","BUENAVENTURA","76109028","PUERTO MERIZALDE (BUENAVENTURA - VALLE DEL CAUCA)","2023","03","106,362","36,271","206.45","martes","2023 Mar 21 07:30:00 PM","23.47"
"76","VALLE DEL CAUCA","76109","BUENAVENTURA","76109030","PUNTA SOLDADO (BUENAVENTURA - VALLE DEL CAUCA)","2023","03","4,979","2,103","24.9","lunes","2023 Mar 13 07:30:00 PM","12.01"
"76","VALLE DEL CAUCA","76109","BUENAVENTURA","76109032","SAN FRANCISCO NAYA (BUENAVENTURA - VALLE DEL CAUCA)","2023","03","6,599","2,840","32.22","martes","2023 Mar 21 07:30:00 PM","8.05"
"97","VAUPÉS","97161","CARURÚ","97161000","CARURÚ (CARURÚ - VAUPÉS)","2023","03","26,624","10,338","89.06","miércoles","2023 Mar 15 07:00:00 PM","12.1"
"97","VAUPÉS","97001","MITÚ","97001000","MITÚ (MITÚ - VAUPÉS)","2023","03","1,458,176","399,178","2,924.56","viernes","2023 Mar 24 01:00:00 PM","23.59"
"97","VAUPÉS","97666","TARAIRA","97666000","TARAIRA (TARAIRA - VAUPÉS)","2023","03","33,885","10,226","134.82","jueves","2023 Mar 23 12:30:00 PM","11.03"
"99","VICHADA","99773","CUMARIBO","99773000","CUMARIBO (CUMARIBO - VICHADA)","2023","03","347,049","139,018","668.36","viernes","2023 Mar 24 02:30:00 PM","23.52"
"99","VICHADA","99524","LA PRIMAVERA","99524000","LA PRIMAVERA (LA PRIMAVERA - VICHADA)","2023","03","407,790","162,183","760.04","viernes","2023 Mar 17 06:30:00 PM","24"
"99","VICHADA","99001","PUERTO CARREÑO","99001000","PUERTO CARREÑO (PUERTO CARREÑO - VICHADA)","2023","03","2,713,999","848,320","5,011.6","jueves","2023 Mar 23 02:30:00 PM","23.58"
"91","AMAZONAS","91001","LETICIA","91001000","LETICIA (LETICIA - AMAZONAS)","2023","02","3,393,306","960,122","7,103.01","martes","2023 Feb 14 03:45:00 PM","24"
"91","AMAZONAS","91540","PUERTO NARIÑO","91540000","PUERTO NARIÑO (PUERTO NARIÑO - AMAZONAS)","2023","02","104,321","36,516","222.64","sábado","2023 Feb 18 07:30:00 PM","24"
"91","AMAZONAS","91798","TARAPACÁ (ANM)","91798000","TARAPACÁ (TARAPACÁ (ANM) - AMAZONAS)","2023","02","24,754","11,145","101.1","sábado","2023 Feb 11 06:30:00 PM","10.17"
"5","ANTIOQUIA","5873","VIGÍA DEL FUERTE","5873002","VEGÁEZ (VIGÍA DEL FUERTE - ANTIOQUIA)","2023","02","4,704","821","50.4","lunes","2023 Feb 13 02:30:00 PM","6.3"
"88","ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA","88564","PROVIDENCIA","88564000","PROVIDENCIA (PROVIDENCIA - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA)","2023","02","987,913","214,623","1,774.96","lunes","2023 Feb 27 09:30:00 PM","24"
"88","ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA","88001","SAN ANDRÉS","88001000","SAN ANDRÉS (SAN ANDRÉS - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA)","2023","02","14,723,182","4,048,813","27,871.84","viernes","2023 Feb 10 03:45:00 PM","24"
"13","BOLÍVAR","13001","CARTAGENA DE INDIAS","13001007","ISLA FUERTE (CARTAGENA DE INDIAS - BOLÍVAR)","2023","02","46,350","28,186","182.16","viernes","2023 Feb 17 10:30:00 PM","10.2"
"13","BOLÍVAR","13001","CARTAGENA DE INDIAS","13001037","ISLA MÚCURA (CARTAGENA DE INDIAS - BOLÍVAR)","2023","02","5,151","2,024","18.37","viernes","2023 Feb 10 09:30:00 PM","13.13"
"13","BOLÍVAR","13001","CARTAGENA DE INDIAS","13001017","SANTA CRUZ DEL ISLOTE (CARTAGENA DE INDIAS - BOLÍVAR)","2023","02","7,764","2,349","32.45","jueves","2023 Feb 16 07:45:00 PM","11.03"
"18","CAQUETÁ","18150","CARTAGENA DEL CHAIRÁ","18150001","REMOLINO DEL CAGUÁN (CARTAGENA DEL CHAIRA - CAQUETÁ)","2023","02","18,931","7,358","96.27","sábado","2023 Feb 04 07:15:00 PM","9.05"
"18","CAQUETÁ","18150","CARTAGENA DEL CHAIRÁ","18150002","SANTA FE DEL CAGUÁN (CARTAGENA DEL CHAIRA - CAQUETÁ)","2023","02","3,129","1,511","40.52","sábado","2023 Feb 04 07:00:00 PM","3.31"
"18","CAQUETÁ","18753","SAN VICENTE DEL CAGUÁN","18753002","GUACAMAYAS (SAN VICENTE DEL CAGUÁN - CAQUETÁ)","2023","02","14,153","5,633","46.15","domingo","2023 Feb 12 07:00:00 PM","17.41"
"18","CAQUETÁ","18753","SAN VICENTE DEL CAGUÁN","18753015","GUAYABAL (SAN VICENTE DEL CAGUÁN - CAQUETÁ)","2023","02","4,482","2,181","44.54","domingo","2023 Feb 12 12:45:00 PM","4.41"
"50","META","50325","MAPIRIPÁN","50325000","MAPIRIPÁN (MAPIRIPÁN - META)","2023","02","163,943","62,426","346.72","lunes","2023 Feb 13 06:45:00 PM","23.58"
"18","CAQUETÁ","18753","SAN VICENTE DEL CAGUÁN","18753009","PUERTO BETANIA (SAN VICENTE DEL CAGUÁN - CAQUETÁ)","2023","02","5,518","2,299","49.08","miércoles","2023 Feb 15 07:45:00 PM","5.45"
"19","CAUCA","19318","GUAPI","19318008","LIMONES (GUAPI - CAUCA)","2023","02","7,523","3,597","40.18","domingo","2023 Feb 26 08:00:00 PM","8.56"
"19","CAUCA","19318","GUAPI","19318013","SAN ANTONIO DE GUAJUÍ (GUAPI - CAUCA)","2023","02","11,032","5,802","54.26","miércoles","2023 Feb 01 06:30:00 PM","9.05"
"19","CAUCA","19418","LÓPEZ DE MICAY","19418011","DOS QUEBRADAS RÍO NAYA (LÓPEZ DE MICAY - CAUCA)","2023","02","881","292","23.62","jueves","2023 Feb 23 07:30:00 PM","1.45"
"19","CAUCA","19418","LÓPEZ DE MICAY","19418038","ISLA DE GALLO (LÓPEZ DE MICAY - CAUCA)","2023","02","2,894","1,428","28.26","sábado","2023 Feb 04 07:00:00 PM","4.42"
"19","CAUCA","19418","LÓPEZ DE MICAY","19418012","SAN ANTONIO DE CHUARÉ (LÓPEZ DE MICAY - CAUCA)","2023","02","5,821","1,768","44.61","sábado","2023 Feb 11 07:00:00 PM","5.54"
"0","CAUCA","19809","TIMBIQUÍ","19809014","CHACÓN (TIMBIQUÍ - CAUCA)","2023","02","3,457","909","25.76","lunes","2023 Feb 06 07:00:00 PM","5.57"
"19","CAUCA","19809","TIMBIQUÍ","19809003","COTEJE (TIMBIQUÍ - CAUCA)","2023","02","5,534","3,828","32.28","domingo","2023 Feb 12 07:30:00 PM","7.12"
"19","CAUCA","19809","TIMBIQUÍ","19809026","LOS BRAZOS (TIMBIQUÍ - CAUCA)","2023","02","8,111","3,623","43.51","domingo","2023 Feb 26 07:30:00 PM","8.4"
"19","CAUCA","19809","TIMBIQUÍ","19809023","PUERTO SAIJA (TIMBIQUÍ - CAUCA)","2023","02","0","0","0","miércoles","2023 Feb 01 12:00:00 AM","0"
"19","CAUCA","19809","TIMBIQUÍ","19809009","SANTA ROSA DE SAIJA (TIMBIQUÍ - CAUCA)","2023","02","3,110","1,440","22.63","sábado","2023 Feb 25 07:45:00 PM","5.53"
"27","CHOCÓ","27006","ACANDÍ","27006000","ACANDÍ (ACANDÍ - CHOCÓ)","2023","02","606,674","194,174","1,196.62","jueves","2023 Feb 23 09:30:00 PM","22.35"
"27","CHOCÓ","27006","ACANDÍ","27006007","SAN FRANCISCO (ACANDÍ - CHOCÓ)","2023","02","15,260","5,670","111.02","sábado","2023 Feb 04 07:00:00 PM","6"
"27","CHOCÓ","27025","ALTO BAUDÓ (PIE DE PATO)","27025000","CIUDAD BAUDÓ - PIE DE PATO (ALTO BAUDÓ - CHOCÓ)","2023","02","48,164","15,826","140.1","martes","2023 Jul 02 07:00:00 PM","23.19"
"27","CHOCÓ","27075","BAHÍA SOLANO (MUTIS)","27075002","EL VALLE (BAHÍA SOLANO - CHOCÓ)","2023","02","148,952","57,647","363","jueves","2023 Feb 09 07:15:00 PM","22.58"
"27","CHOCÓ","27077","BAJO BAUDÓ (PIZARRO)","27077029","FIRME DE USARGA (BAJO BAUDÓ (PIZARRO) - CHOCÓ)","2023","02","986","279","8.02","jueves","2023 Feb 02 08:00:00 PM","6.23"
"27","CHOCÓ","27077","BAJO BAUDÓ (PIZARRO)","27077026","GUINEAL (BAJO BAUDÓ (PIZARRO) - CHOCÓ)","2023","02","5,614","2,507","38.16","sábado","2023 Feb 04 07:30:00 PM","7.58"
"27","CHOCÓ","27077","BAJO BAUDÓ (PIZARRO)","27077011","PILIZA (BAJO BAUDÓ (PIZARRO) - CHOCÓ)","2023","02","3,654","2,233","32","miércoles","2023 Feb 01 07:15:00 PM","5.31"
"27","CHOCÓ","27077","BAJO BAUDÓ (PIZARRO)","27077000","PIZARRO (BAJO BAUDÓ (PIZARRO) - CHOCÓ)","2023","02","185,116","79,700","512.69","martes","2023 Feb 28 08:15:00 PM","21.13"
"27","CHOCÓ","27077","BAJO BAUDÓ (PIZARRO)","27077016","SIVIRU (BAJO BAUDÓ - CHOCÓ)","2023","02","6,539","2,563","39.68","domingo","2023 Feb 15 07:15:00 PM","8.27"
"27","CHOCÓ","27077","BAJO BAUDÓ (PIZARRO)","27077916","TERRON (BAJO BAUDÓ - CHOCÓ)","2023","02","4,302","2,008","63.36","sábado","2023 Feb 18 07:00:00 PM","8"
"27","CHOCÓ","27099","BOJAYÁ (BELLAVISTA)","27099000","BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCÓ)","2023","02","88,854","26,915","254.81","lunes","2023 Feb 20 07:15:00 PM","16.15"
"27","CHOCÓ","27099","BOJAYÁ (BELLAVISTA)","27099005","NAPIPÍ (BOJAYÁ (BELLAVISTA) - CHOCÓ)","2023","02","11,318","5,612","67.2","sábado","2023 Feb 11 07:15:00 PM","7.31"
"27","CHOCÓ","27099","BOJAYÁ (BELLAVISTA)","27099030","PIEDRA CANDELA (BOJAYÁ - CHOCÓ)","2023","02","7,573","3,320","35.19","viernes","2023 Feb 03 05:45:00 PM","9.57"
"27","CHOCÓ","27250","EL LITORAL DEL SAN JUAN","27250002","CUCURRUPÍ (EL LITORAL DEL SAN JUAN - CHOCÓ)","2023","02","2,032","663","17.86","lunes","2023 Feb 13 06:30:00 PM","5.07"
"27","CHOCÓ","27250","EL LITORAL DEL SAN JUAN","27250000","SANTA GENOVEVA DE DOCORDÓ (EL LITORAL DEL SAN JUAN - CHOCÓ)","2023","02","65,461","37,421","207.64","martes","2023 Feb 28 01:00:00 PM","20.3"
"27","CHOCÓ","27372","JURADÓ","27372000","JURADÓ (JURADÓ - CHOCÓ)","2023","02","158,692","65,712","322.4","jueves","2023 Feb 09 07:45:00 PM","23.43"
"27","CHOCÓ","27425","MEDIO ATRATO (BETÉ)","27425000","BETÉ (MEDIO ATRATO (BETÉ) - CHOCÓ)","2023","02","16,021","8,377","64","jueves","2023 Feb 02 07:15:00 PM","12.37"
"27","CHOCÓ","27425","MEDIO ATRATO (BETÉ)","27425008","SAN ROQUE (MEDIO ATRATO (BETÉ) - CHOCÓ)","2023","02","477","198","15.29","sábado","2023 Feb 25 07:15:00 PM","1.23"
"27","CHOCÓ","27450","MEDIO SAN JUAN","27450016","MACEDONIA (MEDIO SAN JUAN - CHOCÓ)","2023","02","0","0","0","miércoles","2023 Feb 01 12:00:00 AM","0"
"27","CHOCÓ","27495","NUQUÍ","27495912","COMUNIDAD INDÍGENA DE PANGUÍ - EL YUCAL (NUQUÍ - CHOCÓ)","2023","02","626","338","7.01","viernes","2023 Feb 10 09:15:00 AM","5.24"
"27","CHOCÓ","27495","NUQUÍ","27495003","JURUBIRA (NUQUÍ - CHOCÓ)","2023","02","15,883","7,758","61.15","miércoles","2023 Feb 01 07:15:00 PM","12.3"
"27","CHOCÓ","27001","QUIBDÓ","27001029","TAGACHI (QUIBDÓ - CHOCÓ)","2023","02","8,980","3,268","50.76","domingo","2023 Feb 26 02:00:00 PM","8.34"
"27","CHOCÓ","27615","RIOSUCIO","27615912","MARCIAL (RIOSUCIO - CHOCÓ)","2023","02","0","0","0","miércoles","2023 Feb 01 12:00:00 AM","0"
"27","CHOCÓ","27615","RIOSUCIO","27615930","PEÑAS BLANCAS (RIOSUCIO - CHOCÓ)","2023","02","20","7","1.59","domingo","2023 Feb 26 08:00:00 PM","0"
"27","CHOCÓ","27800","UNGUÍA","27800001","BALBOA (UNGUÍA - CHOCÓ)","2023","02","20,033","8,171","78.98","jueves","2023 Feb 23 07:45:00 PM","11.03"
"27","CHOCÓ","27800","UNGUÍA","27800005","TITUMATE (UNGUÍA - CHOCÓ)","2023","02","15,726","3,837","91.96","viernes","2023 Feb 24 08:45:00 PM","9.04"
"27","CHOCÓ","27800","UNGUÍA","27800000","UNGUÍA (UNGUÍA - CHOCÓ)","2023","02","383,819","136,573","821.57","jueves","2023 Feb 09 09:15:00 PM","22.18"
"94","GUAINÍA","94343","BARRANCOMINAS","94343000","BARRANCOMINAS (BARRANCOMINAS - GUAINÍA)","2023","02","59,800","16,912","187.39","miércoles","2023 Feb 15 07:00:00 PM","16.04"
"95","GUAVIARE","95200","MIRAFLORES","95200000","MIRAFLORES (MIRAFLORES - GUAVIARE)","2023","02","75,587","24,768","201.96","viernes","2023 Feb 03 07:00:00 PM","17.45"
"44","LA GUAJIRA","44847","URIBIA","44847012","NAZARETH (URIBIA - LA GUAJIRA)","2023","02","59,448","11,174","300.29","martes","2023 Feb 28 06:45:00 PM","10.29"
"47","MAGDALENA","47189","CIÉNAGA","47189018","PALMOR (CIÉNAGA - MAGDALENA)","2023","02","90,744","33,211","203.14","domingo","2023 Feb 12 06:45:00 PM","23.26"
"52","NARIÑO","52250","EL CHARCO","52250023","BAZÁN (EL CHARCO - NARIÑO)","2023","02","20,734","7,517","91.2","viernes","2023 Feb 10 07:30:00 PM","9.36"
"52","NARIÑO","52250","EL CHARCO","52250003","BOLÍVAR - SAN PEDRO (EL CHARCO - NARIÑO)","2023","02","3,442","2,679","23.71","viernes","2023 Feb 10 07:45:00 PM","6.34"
"52","NARIÑO","52250","EL CHARCO","52250007","SAN JOSÉ DEL TAPAJE (EL CHARCO - NARIÑO)","2023","02","10,590","3,974","56","miércoles","2023 Feb 01 07:00:00 PM","8.57"
"52","NARIÑO","52520","FRANCISCO PIZARRO","52520013","SAN PEDRO DEL VINO (FRANCISCO PIZARRO - NARIÑO)","2023","02","1,004","617","24.8","domingo","2023 Feb 26 12:15:00 PM","1.59"
"52","NARIÑO","52390","LA TOLA","52390005","AGUACATAL (LA TOLA - NARIÑO)","2023","02","2,089","675","11.87","martes","2023 Feb 21 03:45:00 PM","8.55"
"52","NARIÑO","52390","LA TOLA","52390013","AMÁRALES (LA TOLA - NARIÑO)","2023","02","5,973","2,187","42.66","jueves","2023 Feb 23 07:45:00 PM","7.21"
"52","NARIÑO","52390","LA TOLA","52390009","MULATOS (LA TOLA - NARIÑO)","2023","02","4,165","2,330","37.76","viernes","2023 Feb 10 06:45:00 PM","6.36"
"52","NARIÑO","52427","MAGÜÍ","52427901","ALTO ESTERO (MAGÜÍ - NARIÑO)","2023","02","660","191","13.33","miércoles","2023 Feb 01 07:30:00 PM","2.01"
"52","NARIÑO","52427","MAGÜÍ","52427015","BRISAS DE HAMBURGO (MAGÜÍ - NARIÑO)","2023","02","1,992","660","21.69","martes","2023 Feb 28 08:00:00 PM","4.23"
"52","NARIÑO","52427","MAGÜÍ","52427913","LA ISLA (MAGÜÍ - NARIÑO)","2023","02","129","62","6.55","sábado","2023 Feb 25 08:45:00 PM","78"
"52","NARIÑO","52427","MAGÜÍ","52427013","LA LOMA (MAGÜÍ - NARIÑO)","2023","02","575","170","7.04","martes","2023 Feb 21 07:15:00 PM","3.28"
"52","NARIÑO","52427","MAGÜÍ","52427915","LAS LAJAS (MAGÜÍ - NARIÑO)","2023","02","2,569","774","18.31","sábado","2023 Feb 17 07:30:00 PM","6.15"
"52","NARIÑO","52490","OLAYA HERRERA","52490913","BOCA DE PRIETA (OLAYA HERRERA - NARIÑO)","2023","02","2,493","688","18.62","martes","2023 Feb 28 07:30:00 PM","6.17"
"52","NARIÑO","52835","SAN ANDRÉS DE TUMACO","52835055","BOCAS DE CURAY (TUMACO - NARIÑO)","2023","02","8,340","3,293","55.2","domingo","2023 Feb 26 11:30:00 AM","7.11"
"52","NARIÑO","52696","SANTA BÁRBARA (ISCUANDÉ)","52696014","LA ENSENADA (SANTA BÁRBARA (ISCUANDÉ) - NARIÑO)","2023","02","2,680","4,713","22.34","lunes","2023 Feb 27 07:30:00 PM","5.28"
"52","NARIÑO","52696","SANTA BÁRBARA (ISCUANDÉ)","52696022","SECADERO (SANTA BÁRBARA (ISCUANDÉ) - NARIÑO)","2023","02","2,707","1,260","13.85","martes","2023 Feb 21 06:00:00 PM","8.37"
"86","PUTUMAYO","86573","PUERTO LEGUÍZAMO","86573009","PIÑUÑA NEGRO (PUERTO LEGUÍZAMO - PUTUMAYO)","2023","02","2,705","1,540","25.6","sábado","2023 Feb 04 06:00:00 PM","5.23"
"86","PUTUMAYO","86573","PUERTO LEGUÍZAMO","86573000","PUERTO LEGUÍZAMO (PUERTO LEGUÍZAMO - PUTUMAYO)","2023","02","713,026","246,235","1,941.81","lunes","2023 Feb 27 03:45:00 PM","22.29"
"76","VALLE DEL CAUCA","76109","BUENAVENTURA","76109069","PAPAYAL 1 (BUENAVENTURA - VALLE DEL CAUCA)","2023","02","9,126","354","45.81","viernes","2023 Feb 24 07:45:00 PM","9.02"
"76","VALLE DEL CAUCA","76109","BUENAVENTURA","76109105","PITAL (BUENAVENTURA - VALLE DEL CAUCA)","2023","02","4,004","684","16.36","domingo","2023 Feb 26 01:15:00 PM","11"
"76","VALLE DEL CAUCA","76109","BUENAVENTURA","76109028","PUERTO MERIZALDE (BUENAVENTURA - VALLE DEL CAUCA)","2023","02","95,317","32,134","212.61","jueves","2023 Feb 23 07:45:00 PM","23.06"
"76","VALLE DEL CAUCA","76109","BUENAVENTURA","76109030","PUNTA SOLDADO (BUENAVENTURA - VALLE DEL CAUCA)","2023","02","3,594","1,357","23.1","miércoles","2023 Feb 22 07:45:00 PM","9.55"
"76","VALLE DEL CAUCA","76109","BUENAVENTURA","76109032","SAN FRANCISCO NAYA (BUENAVENTURA - VALLE DEL CAUCA)","2023","02","5,003","2,109","33.89","sábado","2023 Feb 18 11:45:00 AM","6.48"
"97","VAUPÉS","97161","CARURÚ","97161000","CARURÚ (CARURÚ - VAUPÉS)","2023","02","19,177","7,797","93.54","sábado","2023 Feb 25 06:45:00 PM","9.26"
"97","VAUPÉS","97001","MITÚ","97001000","MITÚ (MITÚ - VAUPÉS)","2023","02","1,257,402","353,503","2,811.97","viernes","2023 Feb 03 12:00:00 PM","24"
"97","VAUPÉS","97666","TARAIRA","97666000","TARAIRA (TARAIRA - VAUPÉS)","2023","02","27,764","8,917","116.25","martes","2023 Feb 28 07:30:00 PM","11.05"
"99","VICHADA","99773","CUMARIBO","99773000","CUMARIBO (CUMARIBO - VICHADA)","2023","02","317,052","129,232","679.8","viernes","2023 Feb 10 03:00:00 PM","23.58"
"99","VICHADA","99524","LA PRIMAVERA","99524000","LA PRIMAVERA (LA PRIMAVERA - VICHADA)","2023","02","341,866","138,649","703.82","lunes","2023 Feb 27 03:30:00 PM","24"
"99","VICHADA","99001","PUERTO CARREÑO","99001002","CASUARITO (PUERTO CARREÑO - VICHADA)","2023","02","33,007","12,054","109.65","lunes","2023 Feb 27 01:45:00 PM","14.03"
"99","VICHADA","99001","PUERTO CARREÑO","99001000","PUERTO CARREÑO (PUERTO CARREÑO - VICHADA)","2023","02","2,304,587","753,201","4,727.36","martes","2023 Feb 28 01:15:00 PM","24"
"99","VICHADA","99624","SANTA ROSALÍA","99624000","SANTA ROSALÍA (SANTA ROSALÍA - VICHADA)","2023","02","96,580","47","369.7","martes","2023 Feb 14 08:45:00 PM","17.47"
"91","AMAZONAS","91001","LETICIA","91001000","LETICIA (LETICIA - AMAZONAS)","2023","01","3,696,988","1,065,327","7,132.96","viernes","2023 Jan 27 02:45:00 PM","24"
"91","AMAZONAS","91540","PUERTO NARIÑO","91540000","PUERTO NARIÑO (PUERTO NARIÑO - AMAZONAS)","2023","01","112,349","39,609","228.98","martes","2023 Jan 24 07:30:00 PM","23.59"
"91","AMAZONAS","91798","TARAPACÁ (ANM)","91798000","TARAPACÁ (TARAPACÁ (ANM) - AMAZONAS)","2023","01","26,553","11,970","96.94","martes","2023 Jan 03 02:45:00 PM","10.19"
"5","ANTIOQUIA","5873","VIGÍA DEL FUERTE","5873002","VEGÁEZ (VIGÍA DEL FUERTE - ANTIOQUIA)","2023","01","5,368","870","41.22","lunes","2023 Jan 16 08:00:00 PM","6.36"
"88","ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA","88564","PROVIDENCIA","88564000","PROVIDENCIA (PROVIDENCIA - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA)","2023","01","1,089,078","237,865","1,778.95","lunes","2023 Jan 30 09:45:00 PM","23.5"
"88","ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA","88001","SAN ANDRÉS","88001000","SAN ANDRÉS (SAN ANDRÉS - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA)","2023","01","16,731,637","4,600,321","28,229.7","lunes","2023 Jan 02 03:45:00 PM","24"
"13","BOLÍVAR","13001","CARTAGENA DE INDIAS","13001007","ISLA FUERTE (CARTAGENA DE INDIAS - BOLÍVAR)","2023","01","37,775","22,357","230.05","miércoles","2023 Jan 04 10:30:00 PM","6.49"
"13","BOLÍVAR","13001","CARTAGENA DE INDIAS","13001037","ISLA MÚCURA (CARTAGENA DE INDIAS - BOLÍVAR)","2023","01","6,927","2,640","20.83","domingo","2023 Jan 08 12:00:00 AM","15"
"13","BOLÍVAR","13001","CARTAGENA DE INDIAS","13001017","SANTA CRUZ DEL ISLOTE (CARTAGENA DE INDIAS - BOLÍVAR)","2023","01","7,041","2,223","38.98","martes","2023 Jan 10 08:30:00 PM","7.56"
"18","CAQUETÁ","18150","CARTAGENA DEL CHAIRÁ","18150001","REMOLINO DEL CAGUÁN (CARTAGENA DEL CHAIRA - CAQUETÁ)","2023","01","16,274","6,186","99.35","lunes","2023 Jan 30 07:00:00 PM","7.02"
"18","CAQUETÁ","18150","CARTAGENA DEL CHAIRÁ","18150002","SANTA FE DEL CAGUÁN (CARTAGENA DEL CHAIRA - CAQUETÁ)","2023","01","3,572","1,792","39.08","martes","2023 Jan 24 06:45:00 PM","3.52"
"18","CAQUETÁ","18753","SAN VICENTE DEL CAGUÁN","18753002","GUACAMAYAS (SAN VICENTE DEL CAGUÁN - CAQUETÁ)","2023","01","15,622","6,107","41.35","sábado","2023 Jan 28 07:15:00 PM","18.56"
"18","CAQUETÁ","18753","SAN VICENTE DEL CAGUÁN","18753015","GUAYABAL (SAN VICENTE DEL CAGUÁN - CAQUETÁ)","2023","01","5,548","2,721","43.18","sábado","2023 Jan 07 07:00:00 PM","5.29"
"18","CAQUETÁ","18753","SAN VICENTE DEL CAGUÁN","18753009","PUERTO BETANIA (SAN VICENTE DEL CAGUÁN - CAQUETÁ)","2023","01","6,443","2,704","51.44","viernes","2023 Jan 06 07:30:00 PM","6.27"
"19","CAUCA","19318","GUAPI","19318008","LIMONES (GUAPI - CAUCA)","2023","01","8,296","3,957","46.45","jueves","2023 Jan 26 05:30:00 PM","9.02"
"19","CAUCA","19318","GUAPI","19318013","SAN ANTONIO DE GUAJUÍ (GUAPI - CAUCA)","2023","01","8,150","4,116","57.37","viernes","2023 Jan 20 08:00:00 PM","6.07"
"19","CAUCA","19418","LÓPEZ DE MICAY","19418011","DOS QUEBRADAS RÍO NAYA (LÓPEZ DE MICAY - CAUCA)","2023","01","0","0","0","domingo","2023 Jan 01 12:00:00 AM","0"
"19","CAUCA","19418","LÓPEZ DE MICAY","19418038","ISLA DE GALLO (LÓPEZ DE MICAY - CAUCA)","2023","01","3,283","1,589","28.35","sábado","2023 Jan 14 07:45:00 PM","4.51"
"19","CAUCA","19418","LÓPEZ DE MICAY","19418012","SAN ANTONIO DE CHUARÉ (LÓPEZ DE MICAY - CAUCA)","2023","01","5,158","1,565","44.9","miércoles","2023 Jan 25 07:30:00 PM","4.41"
"19","CAUCA","19809","TIMBIQUÍ","19809014","CHACÓN (TIMBIQUÍ - CAUCA)","2023","01","4,119","1,176","26.45","sábado","2023 Jan 21 06:45:00 PM","6.24"
"19","CAUCA","19809","TIMBIQUÍ","19809003","COTEJE (TIMBIQUÍ - CAUCA)","2023","01","5,774","4,084","31.48","martes","2023 Jan 31 07:45:00 PM","7.1"
"19","CAUCA","19809","TIMBIQUÍ","19809026","LOS BRAZOS (TIMBIQUÍ - CAUCA)","2023","01","8,959","3,905","40.08","viernes","2023 Jan 06 06:45:00 PM","9.07"
"19","CAUCA","19809","TIMBIQUÍ","19809023","PUERTO SAIJA (TIMBIQUÍ - CAUCA)","2023","01","24,263","8,129","163.33","domingo","2023 Jan 22 07:30:00 PM","5.45"
"19","CAUCA","19809","TIMBIQUÍ","19809009","SANTA ROSA DE SAIJA (TIMBIQUÍ - CAUCA)","2023","01","3,474","1,741","20.69","martes","2023 Jan 31 07:15:00 PM","6.48"
"27","CHOCÓ","27006","ACANDÍ","27006000","ACANDÍ (ACANDÍ - CHOCÓ)","2023","01","631,527","201,731","1,257.87","sábado","2023 Jan 28 08:30:00 PM","23.24"
"27","CHOCÓ","27006","ACANDÍ","27006007","SAN FRANCISCO (ACANDÍ - CHOCÓ)","2023","01","27,055","9,744","136.94","sábado","2023 Jan 07 08:00:00 PM","9.19"
"27","CHOCÓ","27025","ALTO BAUDÓ (PIE DE PATO)","27025000","CIUDAD BAUDÓ - PIE DE PATO (ALTO BAUDÓ - CHOCÓ)","2023","01","44,275","15,316","139.04","jueves","2023 Jan 26 07:15:00 PM","21.23"
"27","CHOCÓ","27075","BAHÍA SOLANO (MUTIS)","27075002","EL VALLE (BAHÍA SOLANO - CHOCÓ)","2023","01","167,506","64,436","358.78","jueves","2023 Jan 05 07:15:00 PM","23.18"
"27","CHOCÓ","27077","BAJO BAUDÓ (PIZARRO)","27077029","FIRME DE USARGA (BAJO BAUDÓ (PIZARRO) - CHOCÓ)","2023","01","980","286","7.65","jueves","2023 Jan 12 06:45:00 PM","5.3"
